species,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
common_dolphin,-5.8739166,-5.1205754,-4.8304114,-4.28864860534668,-4.237523555755615,-4.129133701324463,-3.6760497093200684,-4.221541404724121,-4.2638020515441895,-3.502455234527588,-3.3468871116638184,-3.2590529918670654,-3.4774374961853027,-3.313375949859619,-3.3360800743103027,-3.3165524005889893,-3.289090633392334,-3.2272613048553467,-3.6751906871795654,-3.8241868019104004,-3.4828972816467285,-3.4366729259490967,-3.3497180938720703,-3.2107090950012207,-2.7345080375671387,-2.8290085792541504,-3.5485312938690186,-3.0998148918151855,-3.43078351020813,-3.674523115158081,-3.3574154376983643,-3.4277350902557373,-3.0075745582580566,-3.1006436347961426,-3.7472548484802246,-3.784785747528076,-3.5196030139923096,-3.323263168334961,-3.5539097785949707,-3.890842914581299
common_dolphin,-5.779535,-5.2810383,-5.3250694,-5.233067512512207,-5.139031410217285,-4.902151584625244,-5.136143207550049,-5.274770736694336,-5.392292499542236,-5.035622596740723,-4.957123756408691,-5.005850315093994,-4.896515846252441,-5.0667033195495605,-5.3128557205200195,-5.116766452789307,-4.955456733703613,-5.136551856994629,-5.137335777282715,-5.123591423034668,-5.501500129699707,-5.4954376220703125,-5.5887579917907715,-5.793080806732178,-6.013571262359619,-6.082076072692871,-6.286168098449707,-5.981963634490967,-5.749721050262451,-5.723623275756836,-5.943031311035156,-5.917595863342285,-5.687661647796631,-5.536930084228516,-5.426324367523193,-5.284915924072266,-5.26412296295166,-5.341500282287598,-5.321949481964111,-5.073266506195068
common_dolphin,-4.600136,-4.3244934,-4.0444818,-3.722719192504883,-3.490596294403076,-3.42328143119812,-3.790616512298584,-3.363652467727661,-3.5520243644714355,-3.7952399253845215,-3.5566086769104004,-3.4064087867736816,-3.297528028488159,-3.449810028076172,-3.932727336883545,-4.0178542137146,-3.7428832054138184,-4.002676963806152,-3.74479603767395,-3.3802757263183594,-3.566053867340088,-4.064472198486328,-3.9671993255615234,-3.941772937774658,-3.9700310230255127,-3.946415424346924,-3.9982967376708984,-4.120036602020264,-4.248189926147461,-4.1110920906066895,-4.43051290512085,-4.4933977127075195,-3.8416430950164795,-3.5229079723358154,-3.7882206439971924,-4.013333320617676,-3.7518324851989746,-4.160250186920166,-4.243310928344727,-4.569644451141357
common_dolphin,-6.5698814,-6.078457,-5.68537,-5.628713130950928,-5.539673805236816,-5.402432441711426,-5.397352695465088,-5.116515159606934,-5.028067588806152,-5.29548454284668,-5.0683159828186035,-4.815542697906494,-4.692060947418213,-4.80755615234375,-4.797450065612793,-4.937267303466797,-5.04075813293457,-4.683234214782715,-4.344701766967773,-4.555194854736328,-4.33654260635376,-4.266797065734863,-4.8802266120910645,-4.294273376464844,-3.97594952583313,-4.183087348937988,-4.415340423583984,-4.3010478019714355,-4.408303260803223,-4.289872169494629,-4.415220260620117,-4.148029327392578,-4.06840181350708,-4.38868522644043,-4.55177116394043,-4.973446846008301,-5.0417938232421875,-4.821313381195068,-4.609704494476318,-3.9970874786376953
common_dolphin,-3.3724258,-2.8443787,-2.8045597,-2.8429436683654785,-2.7743449211120605,-2.6250929832458496,-2.507148027420044,-2.6298930644989014,-2.9518637657165527,-2.342197895050049,-2.284177303314209,-2.4981446266174316,-2.465471029281616,-2.418614387512207,-2.491734743118286,-2.4682209491729736,-2.6728334426879883,-2.571927785873413,-2.4732704162597656,-2.629964590072632,-2.685659885406494,-2.5245585441589355,-2.650749921798706,-2.583000421524048,-2.4104368686676025,-2.44983172416687,-2.5842337608337402,-2.62587308883667,-2.704301118850708,-3.2576241493225098,-3.3936245441436768,-3.2874317169189453,-3.207530975341797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_dolphin,-4.6086226,-3.7906728,-3.4738212,-3.282972812652588,-3.1659553050994873,-2.8978583812713623,-2.7518882751464844,-2.844252824783325,-3.0023388862609863,-2.9674432277679443,-3.180269956588745,-3.2688064575195312,-3.1725103855133057,-3.0661520957946777,-2.9369723796844482,-2.736626386642456,-2.923252582550049,-3.3786895275115967,-3.670788288116455,-3.1776700019836426,-3.113469362258911,-3.210045576095581,-3.275475025177002,-3.5343494415283203,-3.188798189163208,-3.2100021839141846,-3.051584005355835,-3.347991466522217,-3.2458598613739014,-3.503831386566162,-3.4337501525878906,-3.0764169692993164,-3.1787800788879395,-3.1869094371795654,-3.1996588706970215,-3.3827929496765137,-3.3125152587890625,-3.2570736408233643,-3.1728644371032715,-3.3026814460754395
common_dolphin,-1.8764246,-1.7170937,-1.6259592,-1.8710212707519531,-1.9650814533233643,-1.2795416116714478,-0.8115766644477844,-0.43402910232543945,-0.7307273149490356,-1.3448237180709839,-0.966793417930603,-0.884002685546875,-0.9108642339706421,-0.2114880084991455,-0.26063504815101624,-0.9645276069641113,-1.0159857273101807,-0.757557213306427,-0.4075273871421814,-0.39252960681915283,-0.6261512041091919,-0.2999670207500458,-0.38037413358688354,-0.8166651725769043,-0.6397994756698608,-0.4374343454837799,-0.9477843046188354,-1.6225486993789673,-1.194502592086792,-1.1817991733551025,-0.8712359666824341,0.020561600103974342,-0.023351376876235008,-0.5971120595932007,-0.3063221275806427,-0.07462078332901001,-0.5997177958488464,-0.6578432321548462,-0.010732585564255714,-0.10537748038768768
common_dolphin,-6.266887,-5.442932,-5.6886153,-6.042879581451416,-5.687065601348877,-5.351369857788086,-5.266915321350098,-5.465601921081543,-5.360086917877197,-5.321590423583984,-4.999159336090088,-4.641936779022217,-4.965135097503662,-4.980754375457764,-5.335971832275391,-5.2746453285217285,-5.160619735717773,-4.94675350189209,-5.132906913757324,-4.538203239440918,-4.678913116455078,-5.107490062713623,-5.168078422546387,-5.23062801361084,-4.907467842102051,-5.2939558029174805,-5.300498962402344,-5.3410797119140625,-5.278075218200684,-5.1977858543396,-5.025303363800049,-5.049336910247803,-5.517587661743164,-5.915553092956543,-5.758013725280762,-5.417659282684326,-5.266263008117676,-6.027470588684082,-6.172734260559082,-5.848893165588379
common_dolphin,-7.0575843,-6.8127985,-6.659297,-6.532528877258301,-5.862961769104004,-6.052670955657959,-6.247518062591553,-5.954345226287842,-6.033215045928955,-5.902773857116699,-5.702885627746582,-5.477686405181885,-5.226029396057129,-5.504567623138428,-5.272441387176514,-4.405995845794678,-4.112734317779541,-4.167858600616455,-4.309557914733887,-4.308935642242432,-4.380002975463867,-4.97844123840332,-5.136227130889893,-5.412998676300049,-4.93959379196167,-4.468839168548584,-4.729485988616943,-5.062392234802246,-5.4056315422058105,-5.092441082000732,-4.679415702819824,-4.068972587585449,-4.090893745422363,-4.179928779602051,-4.276424884796143,-3.9150853157043457,-3.8551623821258545,-3.3253161907196045,-3.5709526538848877,-3.8029353618621826
common_dolphin,-2.1949778,-1.8795248,-1.8130604,-2.011223554611206,-1.946088433265686,-2.0951874256134033,-2.0455310344696045,-1.4264872074127197,-1.4674052000045776,-2.089285135269165,-2.0413689613342285,-1.6984004974365234,-1.363478422164917,-1.290071725845337,-1.258411169052124,-1.3933247327804565,-1.2027498483657837,-1.3236936330795288,-1.0273094177246094,-1.2245408296585083,-1.1406669616699219,-0.9408079981803894,-0.33875298500061035,-0.5175914168357849,-0.6444363594055176,-0.5217364430427551,-0.5770624876022339,-0.7238399386405945,-1.3764095306396484,-1.1104539632797241,-0.507088303565979,-0.47856777906417847,-0.9261738657951355,-0.7384000420570374,-1.182218313217163,-1.2790132761001587,-1.0439825057983398,-1.0755789279937744,-0.9620137214660645,-0.32848745584487915
common_dolphin,-5.777198,-5.6511307,-6.2084713,-6.052628517150879,-5.986573219299316,-5.926615238189697,-5.821288108825684,-5.95679235458374,-5.774736404418945,-5.258011817932129,-5.014732360839844,-5.0958404541015625,-5.0233893394470215,-5.225618839263916,-4.964069843292236,-4.8787455558776855,-5.474946975708008,-5.582120895385742,-5.70296573638916,-5.07456111907959,-4.627965927124023,-4.728416442871094,-4.1413397789001465,-4.309401512145996,-4.693016529083252,-4.937436580657959,-4.5736799240112305,-4.250955581665039,-4.190920829772949,-4.3073906898498535,-4.259336471557617,-4.278436183929443,-4.3146772384643555,-4.355759620666504,-3.893883228302002,-2.809197187423706,-2.748465061187744,-2.694889783859253,-2.6163012981414795,-2.9413230419158936
common_dolphin,-5.7475405,-4.7781663,-4.5538363,-4.902915000915527,-4.564389705657959,-4.39682674407959,-4.073226451873779,-3.7261199951171875,-3.826169490814209,-4.2388200759887695,-4.551531791687012,-4.541377067565918,-4.596321105957031,-4.517391681671143,-4.742770195007324,-4.562560081481934,-4.450199604034424,-4.281882286071777,-4.7063775062561035,-4.645249366760254,-4.822348117828369,-5.370147228240967,-4.771146774291992,-4.544198036193848,-4.661575794219971,-5.041468620300293,-4.906291484832764,-4.981823444366455,-5.171841621398926,-5.046107292175293,-4.771559715270996,-4.706817626953125,-4.8161115646362305,-4.551994323730469,-4.459277153015137,-4.293959617614746,-3.9486308097839355,-4.370543956756592,-4.3757734298706055,0.0
common_dolphin,-6.350122,-6.1063995,-5.7273345,-5.492745399475098,-5.202605247497559,-5.164747714996338,-5.081264495849609,-4.796259880065918,-4.631303787231445,-4.193943977355957,-4.057427406311035,-4.100994110107422,-4.1435546875,-4.509116172790527,-4.836270809173584,-4.540074825286865,-4.272118091583252,-4.365258693695068,-4.468673229217529,-4.746051788330078,-4.415750503540039,-4.78519344329834,-5.430086135864258,-4.9468560218811035,-4.707948207855225,-4.366214275360107,-3.881634473800659,-3.7100608348846436,-3.4172921180725098,-3.5060184001922607,-3.9752750396728516,-4.097780227661133,-3.741894483566284,-3.5452213287353516,-4.053420066833496,-4.509648323059082,-4.577359199523926,-4.5716657638549805,-4.487390995025635,-4.171564102172852
common_dolphin,-5.9992623,-5.1669545,-4.9637957,-5.458000183105469,-5.103365421295166,-4.902768135070801,-4.5410566329956055,-4.562321662902832,-4.8901777267456055,-4.9568562507629395,-5.0053815841674805,-5.033324241638184,-5.274049758911133,-5.231311798095703,-5.073525428771973,-4.960876941680908,-5.208135604858398,-5.858854293823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
common_dolphin,-5.6587725,-5.158041,-4.5699954,-4.655005931854248,-4.666638374328613,-4.772204399108887,-4.794806480407715,-4.554344654083252,-4.566675186157227,-4.415640830993652,-4.056179046630859,-3.8362109661102295,-3.9317030906677246,-3.4211158752441406,-3.5267417430877686,-3.7756378650665283,-3.8956546783447266,-3.878706455230713,-3.988581418991089,-4.132405757904053,-4.031594753265381,-4.679070472717285,-4.884052753448486,-4.499918460845947,-4.109294891357422,-4.428371906280518,-4.73567533493042,-4.841818332672119,-5.300713539123535,-4.716174125671387,-4.5379109382629395,-4.613512992858887,-4.77541971206665,-5.051363945007324,-4.866418361663818,-5.296270847320557,-5.526724815368652,-5.6772661209106445,-5.415571212768555,-5.458921909332275
