First Whale,Second Whale,Training Accuracy,Test Accuracy,Difference
longfinned_pilot_whale,melon_headed_whale,1.0,0.8518518518518519,0.14814814814814814
longfinned_pilot_whale,narwhal,1.0,0.875,0.125
longfinned_pilot_whale,northern_right_whale,1.0,1.0,0.0
longfinned_pilot_whale,shortfinned_pacific_pilot_whale,1.0,0.7857142857142857,0.2142857142857143
longfinned_pilot_whale,sperm_whale,0.9655172413793104,0.8275862068965517,0.13793103448275867
melon_headed_whale,beluga_white_whale,1.0,1.0,0.0
melon_headed_whale,bowhead_whale,1.0,1.0,0.0
melon_headed_whale,false_killer_whale,1.0,1.0,0.0
melon_headed_whale,fin_finback_whale,1.0,1.0,0.0
melon_headed_whale,humpback_whale,1.0,1.0,0.0
melon_headed_whale,killer_whale,1.0,0.95,0.050000000000000044
melon_headed_whale,longfinned_pilot_whale,1.0,0.8888888888888888,0.11111111111111116
melon_headed_whale,narwhal,1.0,1.0,0.0
melon_headed_whale,northern_right_whale,1.0,1.0,0.0
melon_headed_whale,shortfinned_pacific_pilot_whale,1.0,0.8461538461538461,0.15384615384615385
melon_headed_whale,sperm_whale,0.9454545454545454,0.9285714285714286,0.016883116883116833
narwhal,beluga_white_whale,1.0,1.0,0.0
narwhal,bowhead_whale,1.0,1.0,0.0
narwhal,false_killer_whale,1.0,1.0,0.0
narwhal,fin_finback_whale,1.0,1.0,0.0
narwhal,humpback_whale,1.0,1.0,0.0
narwhal,killer_whale,1.0,0.9411764705882353,0.05882352941176472
narwhal,longfinned_pilot_whale,1.0,0.9166666666666666,0.08333333333333337
narwhal,melon_headed_whale,1.0,1.0,0.0
narwhal,northern_right_whale,1.0,1.0,0.0
narwhal,shortfinned_pacific_pilot_whale,1.0,0.875,0.125
narwhal,sperm_whale,1.0,0.96,0.040000000000000036
northern_right_whale,beluga_white_whale,1.0,0.8095238095238095,0.19047619047619047
northern_right_whale,bowhead_whale,1.0,1.0,0.0
northern_right_whale,false_killer_whale,1.0,1.0,0.0
northern_right_whale,fin_finback_whale,1.0,1.0,0.0
northern_right_whale,humpback_whale,1.0,0.7619047619047619,0.23809523809523814
northern_right_whale,killer_whale,1.0,0.9444444444444444,0.05555555555555558
northern_right_whale,longfinned_pilot_whale,1.0,0.92,0.07999999999999996
northern_right_whale,melon_headed_whale,1.0,1.0,0.0
northern_right_whale,narwhal,1.0,1.0,0.0
northern_right_whale,shortfinned_pacific_pilot_whale,1.0,0.96,0.040000000000000036
northern_right_whale,sperm_whale,1.0,1.0,0.0
shortfinned_pacific_pilot_whale,beluga_white_whale,1.0,0.9166666666666666,0.08333333333333337
shortfinned_pacific_pilot_whale,bowhead_whale,1.0,0.9615384615384616,0.038461538461538436
shortfinned_pacific_pilot_whale,false_killer_whale,1.0,0.9615384615384616,0.038461538461538436
shortfinned_pacific_pilot_whale,fin_finback_whale,1.0,1.0,0.0
shortfinned_pacific_pilot_whale,humpback_whale,1.0,0.9583333333333334,0.04166666666666663
shortfinned_pacific_pilot_whale,killer_whale,1.0,0.8571428571428571,0.1428571428571429
shortfinned_pacific_pilot_whale,longfinned_pilot_whale,1.0,0.8214285714285714,0.1785714285714286
shortfinned_pacific_pilot_whale,melon_headed_whale,1.0,0.8846153846153846,0.11538461538461542
shortfinned_pacific_pilot_whale,narwhal,1.0,0.9166666666666666,0.08333333333333337
shortfinned_pacific_pilot_whale,northern_right_whale,1.0,1.0,0.0
shortfinned_pacific_pilot_whale,sperm_whale,0.9823008849557522,0.896551724137931,0.08574916081782114
sperm_whale,beluga_white_whale,1.0,0.8,0.19999999999999996
sperm_whale,bowhead_whale,1.0,1.0,0.0
sperm_whale,false_killer_whale,1.0,1.0,0.0
sperm_whale,fin_finback_whale,1.0,1.0,0.0
sperm_whale,humpback_whale,1.0,1.0,0.0
sperm_whale,killer_whale,1.0,0.9545454545454546,0.045454545454545414
sperm_whale,longfinned_pilot_whale,0.9741379310344828,0.896551724137931,0.07758620689655171
sperm_whale,melon_headed_whale,0.9545454545454546,0.8571428571428571,0.09740259740259749
sperm_whale,narwhal,1.0,0.88,0.12
sperm_whale,northern_right_whale,1.0,1.0,0.0
sperm_whale,shortfinned_pacific_pilot_whale,0.9911504424778761,0.896551724137931,0.09459871833994504
