First Whale,Second Whale,Training Accuracy,Test Accuracy,Difference
northern_right_whale,bowhead_whale,1.0,0.9565217391304348,0.04347826086956519
northern_right_whale,false_killer_whale,1.0,1.0,0.0
northern_right_whale,fin_finback_whale,1.0,0.8421052631578947,0.1578947368421053
northern_right_whale,humpback_whale,1.0,0.6666666666666666,0.33333333333333337
northern_right_whale,killer_whale,1.0,0.8333333333333334,0.16666666666666663
northern_right_whale,longfinned_pilot_whale,1.0,0.84,0.16000000000000003
northern_right_whale,melon_headed_whale,1.0,0.9583333333333334,0.04166666666666663
northern_right_whale,narwhal,1.0,0.9523809523809523,0.04761904761904767
northern_right_whale,shortfinned_pacific_pilot_whale,1.0,0.76,0.24
northern_right_whale,sperm_whale,1.0,0.8461538461538461,0.15384615384615385
shortfinned_pacific_pilot_whale,beluga_white_whale,1.0,0.8333333333333334,0.16666666666666663
shortfinned_pacific_pilot_whale,bowhead_whale,1.0,0.8461538461538461,0.15384615384615385
shortfinned_pacific_pilot_whale,false_killer_whale,1.0,1.0,0.0
shortfinned_pacific_pilot_whale,fin_finback_whale,1.0,0.9545454545454546,0.045454545454545414
shortfinned_pacific_pilot_whale,humpback_whale,1.0,0.6666666666666666,0.33333333333333337
shortfinned_pacific_pilot_whale,killer_whale,1.0,0.8095238095238095,0.19047619047619047
shortfinned_pacific_pilot_whale,longfinned_pilot_whale,1.0,0.8928571428571429,0.1071428571428571
shortfinned_pacific_pilot_whale,melon_headed_whale,1.0,0.8076923076923077,0.1923076923076923
shortfinned_pacific_pilot_whale,narwhal,1.0,0.9583333333333334,0.04166666666666663
shortfinned_pacific_pilot_whale,northern_right_whale,1.0,0.8,0.19999999999999996
shortfinned_pacific_pilot_whale,sperm_whale,0.9911504424778761,0.7931034482758621,0.198046994202014
sperm_whale,beluga_white_whale,1.0,0.88,0.12
sperm_whale,bowhead_whale,1.0,0.8888888888888888,0.11111111111111116
sperm_whale,false_killer_whale,1.0,1.0,0.0
sperm_whale,fin_finback_whale,1.0,0.8695652173913043,0.13043478260869568
sperm_whale,humpback_whale,1.0,0.72,0.28
sperm_whale,killer_whale,1.0,0.7272727272727273,0.2727272727272727
sperm_whale,longfinned_pilot_whale,0.9741379310344828,0.5862068965517241,0.3879310344827587
sperm_whale,melon_headed_whale,0.9818181818181818,0.6785714285714286,0.3032467532467532
sperm_whale,narwhal,1.0,0.92,0.07999999999999996
sperm_whale,northern_right_whale,1.0,0.7307692307692307,0.2692307692307693
sperm_whale,shortfinned_pacific_pilot_whale,0.9823008849557522,0.7931034482758621,0.18919743667989009
